Name,Price,Category
Filiz Makarna Kepekli Burgu 350 g,"3,00 TL",Diğer Makarnalar
Filiz Yumurtalı Bukle Makarna 350 g,"3,30 TL",Diğer Makarnalar
Barilla Pappardelle 250 g,"13,20 TL",Diğer Makarnalar
Arbella Linguini Makarna 500 g,"2,70 TL",Diğer Makarnalar
Arbella Fettucini Makarna 500 g,"2,70 TL",Diğer Makarnalar
Arbella Fırın Makarna 500 g,"2,70 TL",Diğer Makarnalar
Nuhun Ankara Kepekli Burgu Makarna 350 g,"2,85 TL",Diğer Makarnalar
Filiz Yumurtalı Uzun Erişte 350 g,"3,30 TL",Diğer Makarnalar
Filiz Kepekli Spagetti Makarna 350 g,"3,00 TL",Diğer Makarnalar
Filiz Yumurtalı Kırpık 350 g,"3,30 TL",Diğer Makarnalar
Garofalo Penne 500 g,"19,95 TL",Diğer Makarnalar
Garafalo Spaghetti 500 g,"19,90 TL",Diğer Makarnalar
Garofalo Lazanya 500 g,"33,95 TL",Diğer Makarnalar
Pastavilla Junior Alfabe 500 g,"3,40 TL",Diğer Makarnalar
Barilla Spagetti Sade Makarna 500 g,"4,50 TL",Diğer Makarnalar
Nuhun Ankara Tam Buğday Penne 500 g,"3,80 TL",Diğer Makarnalar
Nuhun Ankara Tam Buğday Spaghetti 500 g,"3,80 TL",Diğer Makarnalar
Indomie Sebze Aromalı Avantaj Paketi 5'li,"6,95 TL",Diğer Makarnalar
Arbella Tam Buğday Burgu Makarna 400 g,"3,15 TL",Diğer Makarnalar
Ankara Linguine Makarna 500 g,"2,75 TL",Diğer Makarnalar
Indo Mie Etli Noodle 60 g,"4,50 TL",Diğer Makarnalar
Veronelli Linguine Makarna 500 g,"3,50 TL",Diğer Makarnalar
Barilla Fettucine Sade Makarna 500 g,"19,60 TL",Diğer Makarnalar
Barilla Tortellini 250 g,"21,75 TL",Diğer Makarnalar
Barilla Lazanya 500 g,"19,60 TL",Diğer Makarnalar
Barilla Castellane Sade Makarna 500 g,"13,20 TL",Diğer Makarnalar
Arbella Family Okyanus 350 g,"3,00 TL",Diğer Makarnalar
Arbella Family Rakamlar 350 g,"3,00 TL",Diğer Makarnalar
Veronelli Tagliatelle 500 g,"16,35 TL",Diğer Makarnalar
Filiz Makarna Burgu 500 g,"2,49 TL",Diğer Makarnalar
Barilla Burgu Sade Makarna 500 g,"4,50 TL",Diğer Makarnalar
Ankara Burgu Makarna 500 g,"2,75 TL",Diğer Makarnalar
Veronelli Burgu Makarna 500 g,"3,50 TL",Diğer Makarnalar
Pastavilla Burgu 500 Gr,"3,40 TL",Diğer Makarnalar
Arbella Burgu Makarna 500 g,"2,70 TL",Diğer Makarnalar
Carrefour Burgu Makarna 500 g,"1,60 TL",Diğer Makarnalar
Tarım Kredi Burgu Makarna 500 g,"2,20 TL",Burgu Makarna
Filiz Dirsek Makarna 500 g,"2,49 TL",Burgu Makarna
Barilla Bukle Makarna 500 g,"4,50 TL","Bukle, Dirsek Makarna"
Pastavilla Bukle 500 g,"3,40 TL",Bukle Dirsek Makarna
Arbella Dirsek Makarna 500 g,"2,70 TL","Bukle, Dirsek Makarna"
"Reis Başakbaşı Bulgur 2,5 kg","16,90 TL",Bukle Dirsek Makarna
"Torku Çatalhöyük Pilavlık Bulgur 2,5 kg","13,50 TL","Bukle, Dirsek Makarna"
Torku Çatalhöyük Pilavlık Bulgur 1 kg,"5,60 TL",Bukle Dirsek Makarna
Tarım Kredi Birlik Pilavlık Bulgur 1 kg,"5,30 TL","Bukle, Dirsek Makarna"
"Tarım Kredi Birlik Pilavlık Bulgur 2,5 kg","12,95 TL",Bukle Dirsek Makarna
Reis Başbaşı Bulgur 1 kg,"7,25 TL",Pilavlık Bulgur
Reis Kepekli Diyet Bulgur 1 kg,"7,25 TL",Pilavlk Bulgur
Reis Midyat Pilavlık Bulgur 1 kg,"7,25 TL",Pilavlık Bulgur
"Reis Pilavlık Bulgur 2,5 kg","15,90 TL",Pilavlk Bulgur
Reis Pilavlık Bulgur 1 kg,"6,90 TL",Pilavlık Bulgur
Reis Köy Tipi Bulgur 1 kg,"7,25 TL",Pilavlk Bulgur
"Carrefour Pilavlık Bulgur 2,5 kg","8,50 TL",Pilavlık Bulgur
Carrefour Pilavlık Bulgur 1 kg,"3,50 TL",Pilavlk Bulgur
Reis Siyez Bulgur 1Kg,"21,95 TL",Pilavlık Bulgur
Tarım Kredi Çiğ Köftelik Bulgur 1 kg,"5,30 TL",Pilavlk Bulgur
Tarım Kredi Köftelik Bulgur 1 kg,"5,30 TL",Pilavlık Bulgur
Reis İçli Köfte Bulgur,"7,25 TL",Pilavlk Bulgur
Reis Köftelik Bulgur 1 kg,"7,25 TL",Pilavlık Bulgur
Reis Çiğ Köftelik Bulgur 1 kg,"7,25 TL",Pilavlk Bulgur
Torku Çatalhöyük Köftelik Bulgur 1 kg,"5,60 TL",Köftelik Bulgur
"Torku Çatalhöyük Köftelik Bulgur 2,5 kg","13,50 TL",Köftelik Bulgur
Reis Esmer Çiğköftelik Bulgur,"7,25 TL",Köftelik Bulgur
Carrefour Köftelik Bulgur 1 kg,"3,50 TL",Köftelik Bulgur
Köftelik Bulgur,"3,95 TL",Köftelik Bulgur
Tarım Kredi Birlik Nohut 1 kg,"8,70 TL",Köftelik Bulgur
Reis Gökçe Beyaz Nohut 1 kg,"20,95 TL",Köftelik Bulgur
Nohut 8 mm,"6,95 TL",Köftelik Bulgur
Carrefour Nohut 1 kg,"7,25 TL",Açık Kiloluk Bulgur
Reis Nohut 1000 g,"11,90 TL",Açk Kiloluk Bulgur
Reis Kuru Fasülye 1 kg,"13,90 TL",Nohut
Tarım Kredi Birlik Kuru Fasulye 1 kg,"11,90 TL",Nohut
Reis Barbunya 1 kg,"23,95 TL",Nohut
Reis İspir Şeker Fasulye 1 kg,"35,95 TL",Nohut
Reis Bombay Fasulye 1 kg,"32,90 TL",Nohut
Carrefour Kuru Fasulye 1 kg,"9,95 TL",Nohut
Reis Kemah Fasulye 1 kg,"32,50 TL",Nohut
Reis Dermason Fasülye 1000 g,"18,75 TL",Nohut
Sıra Fasülye kg,"10,90 TL",Nohut
Reis Horoz Fasülye 1 Kg,"23,90 TL",Nohut
Reis Börülce Fasulye 1 kg,"19,90 TL","Fasulye, Barbunya"
Reis Maş Fasulye 1 kg,"19,90 TL",Fasulye Barbunya
Reis İç Bakla 1 kg,"16,50 TL","Fasulye, Barbunya"
